,nodeA,nodeB,weight
734,Condoleezza Rice,Maddow,3
735,Leon Panetta,Nouri al-Maliki,1
736,Maliki,Nouri al-Maliki,1
737,Nouri al-Maliki,Raul Castro,1
738,Nouri al-Maliki,Salman,1
739,Nouri al-Maliki,Ronald Reagan,1
740,Nouri al-Maliki,Reagan,1
741,Helmut Kohl,Nouri al-Maliki,1
742,Glenn Kessler,Nouri al-Maliki,1
743,Kessler,Nouri al-Maliki,2
744,Nouri al-Maliki,Richard Nixon,1
745,Nouri al-Maliki,Zhou Enlai,1
746,Mao,Nouri al-Maliki,1
747,Nixon,Nouri al-Maliki,1
748,Lauer,Nouri al-Maliki,1
749,Nouri al-Maliki,Ted Cruz,1
750,Gadhafi,Nouri al-Maliki,2
751,Nouri al-Maliki,Rachel Maddow,1
752,Maddow,Nouri al-Maliki,3
753,Leon Panetta,Maliki,1
754,Leon Panetta,Raul Castro,1
755,Leon Panetta,Salman,1
756,Leon Panetta,Ronald Reagan,1
757,Leon Panetta,Reagan,1
758,Helmut Kohl,Leon Panetta,1
759,Glenn Kessler,Leon Panetta,1
760,Kessler,Leon Panetta,2
761,Leon Panetta,Richard Nixon,1
762,Leon Panetta,Zhou Enlai,1
763,Leon Panetta,Mao,1
764,Leon Panetta,Nixon,1
765,Lauer,Leon Panetta,1
766,Leon Panetta,Ted Cruz,1
767,Gadhafi,Leon Panetta,2
768,Leon Panetta,Rachel Maddow,1
769,Leon Panetta,Maddow,3
770,Maliki,Raul Castro,1
771,Maliki,Salman,1
772,Maliki,Ronald Reagan,1
773,Maliki,Reagan,1
774,Helmut Kohl,Maliki,1
775,Glenn Kessler,Maliki,1
776,Kessler,Maliki,2
777,Maliki,Richard Nixon,1
778,Maliki,Zhou Enlai,1
779,Maliki,Mao,1
780,Maliki,Nixon,1
781,Lauer,Maliki,1
782,Maliki,Ted Cruz,1
783,Gadhafi,Maliki,2
784,Maliki,Rachel Maddow,1
785,Maddow,Maliki,3
786,Raul Castro,Salman,1
787,Raul Castro,Ronald Reagan,1
788,Raul Castro,Reagan,1
789,Helmut Kohl,Raul Castro,1
790,Glenn Kessler,Raul Castro,1
791,Kessler,Raul Castro,2
792,Raul Castro,Richard Nixon,1
793,Raul Castro,Zhou Enlai,1
794,Mao,Raul Castro,1
795,Nixon,Raul Castro,1
796,Lauer,Raul Castro,1
797,Raul Castro,Ted Cruz,1
798,Gadhafi,Raul Castro,2
799,Rachel Maddow,Raul Castro,1
800,Maddow,Raul Castro,3
801,Ronald Reagan,Salman,1
802,Reagan,Salman,1
803,Helmut Kohl,Salman,1
804,Glenn Kessler,Salman,1
805,Kessler,Salman,2
806,Richard Nixon,Salman,1
807,Salman,Zhou Enlai,1
808,Mao,Salman,1
809,Nixon,Salman,1
810,Lauer,Salman,1
811,Salman,Ted Cruz,1
812,Gadhafi,Salman,2
813,Rachel Maddow,Salman,1
814,Maddow,Salman,3
815,Reagan,Ronald Reagan,1
816,Helmut Kohl,Ronald Reagan,1
817,Glenn Kessler,Ronald Reagan,1
818,Kessler,Ronald Reagan,2
819,Richard Nixon,Ronald Reagan,1
820,Ronald Reagan,Zhou Enlai,1
821,Mao,Ronald Reagan,1
822,Nixon,Ronald Reagan,1
823,Lauer,Ronald Reagan,1
824,Ronald Reagan,Ted Cruz,1
825,Gadhafi,Ronald Reagan,2
826,Rachel Maddow,Ronald Reagan,1
827,Maddow,Ronald Reagan,3
828,Helmut Kohl,Reagan,1
829,Glenn Kessler,Reagan,1
830,Kessler,Reagan,2
831,Reagan,Richard Nixon,1
832,Reagan,Zhou Enlai,1
833,Mao,Reagan,1
834,Nixon,Reagan,1
835,Lauer,Reagan,1
836,Reagan,Ted Cruz,3
837,Gadhafi,Reagan,2
838,Rachel Maddow,Reagan,1
839,Maddow,Reagan,3
840,Glenn Kessler,Helmut Kohl,1
841,Helmut Kohl,Kessler,2
842,Helmut Kohl,Richard Nixon,1
843,Helmut Kohl,Zhou Enlai,1
844,Helmut Kohl,Mao,1
845,Helmut Kohl,Nixon,1
846,Helmut Kohl,Lauer,1
847,Helmut Kohl,Ted Cruz,1
848,Gadhafi,Helmut Kohl,2
849,Helmut Kohl,Rachel Maddow,1
850,Helmut Kohl,Maddow,3
851,Glenn Kessler,Kessler,2
852,Glenn Kessler,Richard Nixon,1
853,Glenn Kessler,Zhou Enlai,1
854,Glenn Kessler,Mao,1
855,Glenn Kessler,Nixon,1
856,Glenn Kessler,Lauer,1
857,Glenn Kessler,Ted Cruz,1
858,Gadhafi,Glenn Kessler,2
859,Glenn Kessler,Rachel Maddow,1
860,Glenn Kessler,Maddow,3
861,Kessler,Kessler,1
862,Kessler,Richard Nixon,2
863,Kessler,Zhou Enlai,2
864,Kessler,Mao,2
865,Kessler,Nixon,2
866,Kessler,Lauer,2
867,Kessler,Ted Cruz,2
868,Gadhafi,Kessler,4
869,Kessler,Rachel Maddow,2
870,Kessler,Maddow,6
871,Richard Nixon,Zhou Enlai,1
872,Mao,Richard Nixon,1
873,Nixon,Richard Nixon,1
874,Lauer,Richard Nixon,1
875,Richard Nixon,Ted Cruz,1
876,Gadhafi,Richard Nixon,2
877,Rachel Maddow,Richard Nixon,1
878,Maddow,Richard Nixon,3
879,Mao,Zhou Enlai,1
880,Nixon,Zhou Enlai,1
881,Lauer,Zhou Enlai,1
882,Ted Cruz,Zhou Enlai,1
883,Gadhafi,Zhou Enlai,2
884,Rachel Maddow,Zhou Enlai,1
885,Maddow,Zhou Enlai,3
886,Mao,Nixon,1
887,Lauer,Mao,1
888,Mao,Ted Cruz,1
889,Gadhafi,Mao,2
890,Mao,Rachel Maddow,1
891,Maddow,Mao,3
892,Lauer,Nixon,1
893,Nixon,Ted Cruz,1
894,Gadhafi,Nixon,2
895,Nixon,Rachel Maddow,1
896,Maddow,Nixon,3
897,Lauer,Ted Cruz,1
898,Gadhafi,Lauer,2
899,Lauer,Rachel Maddow,1
900,Lauer,Maddow,3
901,Gadhafi,Ted Cruz,2
902,Rachel Maddow,Ted Cruz,1
903,Maddow,Ted Cruz,3
904,Gadhafi,Gadhafi,1
905,Gadhafi,Rachel Maddow,2
906,Gadhafi,Maddow,6
907,Maddow,Rachel Maddow,3
908,Maddow,Maddow,3
909,Obama,Olli Heinonen,1
910,John Kerry,Obama,12
911,Edward Kennedy,Obama,1
912,Frank-Walter Steinmeier,Obama,1
913,Mohammad Javad Zarif,Obama,1
914,John Kerry,Olli Heinonen,1
915,Edward Kennedy,Olli Heinonen,1
916,Laurent Fabius,Olli Heinonen,1
917,Frank-Walter Steinmeier,Olli Heinonen,1
918,Kerry,Olli Heinonen,1
919,Mohammad Javad Zarif,Olli Heinonen,1
920,Edward Kennedy,John Kerry,1
921,John Kerry,Laurent Fabius,1
922,Frank-Walter Steinmeier,John Kerry,1
923,John Kerry,Kerry,9
924,John Kerry,Mohammad Javad Zarif,1
925,Edward Kennedy,Laurent Fabius,1
926,Edward Kennedy,Frank-Walter Steinmeier,1
927,Edward Kennedy,Kerry,1
928,Edward Kennedy,Mohammad Javad Zarif,1
929,Frank-Walter Steinmeier,Laurent Fabius,1
930,Laurent Fabius,Mohammad Javad Zarif,1
931,Frank-Walter Steinmeier,Kerry,1
932,Frank-Walter Steinmeier,Mohammad Javad Zarif,1
933,Kerry,Mohammad Javad Zarif,1
934,Bill Clinton,Hillary Clinton,5
935,Bill,Bill Clinton,3
936,Bill Clinton,Hillary,3
937,Bill Clinton,Chelsea Clinton,2
938,Bill Clinton,Clinton,39
939,Bill Clinton,Cigi Ross,2
940,Bernie Sanders,Bill Clinton,3
941,Bill Clinton,Chelsea Clinton's,2
942,Bill Clinton,Bill Clinton,1
943,Bill,Hillary Clinton,3
944,Chelsea Clinton,Hillary Clinton,2
945,Cigi Ross,Hillary Clinton,2
946,Chelsea Clinton's,Hillary Clinton,2
947,Bill,Hillary,3
948,Bill,Chelsea Clinton,1
949,Bill,Clinton,11
950,Bill,Cigi Ross,1
951,Bernie Sanders,Bill,1
952,Bill,Chelsea Clinton's,1
953,Chelsea Clinton,Hillary,1
954,Cigi Ross,Hillary,1
955,Chelsea Clinton's,Hillary,1
956,Chelsea Clinton,Clinton,9
957,Chelsea Clinton,Cigi Ross,1
958,Bernie Sanders,Chelsea Clinton,1
959,Chelsea Clinton,Chelsea Clinton's,1
960,Cigi Ross,Clinton,9
961,Chelsea Clinton's,Clinton,9
962,Bernie Sanders,Cigi Ross,1
963,Chelsea Clinton's,Cigi Ross,1
964,Bernie Sanders,Chelsea Clinton's,1
965,Donald Trump,Politico,2
966,Alan Cobb,Donald Trump,1
967,Cruz,Politico,1
968,Alan Cobb,Politico,1
969,Alan Cobb,Cruz,1
970,All Rights Reserved,Galactic Connection,1
971,Joni Ernst,Kelly Ayotte,1
972,Ayotte,Kelly Ayotte,7
973,Ernst,Kelly Ayotte,1
974,Kelly Ayotte,Maggie Hassan,1
975,Hillary Clinton,Kelly Ayotte,1
976,Clinton,Kelly Ayotte,3
977,Angela Merkel,Kelly Ayotte,1
978,Jeanne Shaheen,Kelly Ayotte,1
979,Kelly Ayotte,Nancy Pelosi,1
980,Kelly Ayotte,Peter Kuhn,1
981,Kelly Ayotte,Marie-Claire Villeval.,1
982,Kelly Ayotte,Stefano Gagliarducci,1
983,Kelly Ayotte,M. Daniele Paserman,1
984,Kelly Ayotte,Obama,1
985,Kelly Ayotte,Shaheen,3
986,Kelly Ayotte,Lisa Murkowski,1
987,Kelly Ayotte,Maria Cantwell,1
988,Kelly Ayotte,Mikulski,1
989,Barbara Mikulski,Kelly Ayotte,1
990,Kelly Ayotte,Susan Collins,1
991,John McCain,Kelly Ayotte,1
992,Kelly Ayotte,Michele Swers,1
993,Kelly Ayotte,Swers,1
994,John Sununu,Kelly Ayotte,1
995,Kelly Ayotte,Liz Shuler,1
996,Kelly Ayotte,Shuler,1
997,Alice H.,Kelly Ayotte,1
998,Kelly Ayotte,Margaret Thatcher,1
999,Golda Meir,Kelly Ayotte,1
1000,Kelly Ayotte,Tim Cook,1
1001,Hassan,Kelly Ayotte,3
1002,Kelly Ayotte,Sylvia Larsen,1
1003,Ask Ayotte,Kelly Ayotte,1
1004,Kelly Ayotte,Ruth Griffin,2
1005,Griffin,Kelly Ayotte,2
1006,Kelly Ayotte,Marilla Ricker,1
1007,Kelly Ayotte,Susan McLane,1
1008,Kelly Ayotte,McLane,1
1009,Ann McLane Kuster,Kelly Ayotte,1
1010,Kelly Ayotte,Sununu,2
1011,Kelly Ayotte,Vesta Roy,1
1012,Debbie Walsh,Kelly Ayotte,1
1013,Kelly Ayotte,Walsh,2
1014,Jennifer Horn,Kelly Ayotte,1
1015,Horn,Kelly Ayotte,1
1016,Ayotte,Joni Ernst,7
1017,Ernst,Joni Ernst,1
1018,Joni Ernst,Maggie Hassan,1
1019,Hillary Clinton,Joni Ernst,1
1020,Clinton,Joni Ernst,3
1021,Angela Merkel,Joni Ernst,1
1022,Jeanne Shaheen,Joni Ernst,1
1023,Joni Ernst,Nancy Pelosi,1
1024,Joni Ernst,Peter Kuhn,1
1025,Joni Ernst,Marie-Claire Villeval.,1
1026,Joni Ernst,Stefano Gagliarducci,1
1027,Joni Ernst,M. Daniele Paserman,1
1028,Joni Ernst,Obama,1
1029,Joni Ernst,Shaheen,3
1030,Joni Ernst,Lisa Murkowski,1
1031,Joni Ernst,Maria Cantwell,1
1032,Joni Ernst,Mikulski,1
1033,Barbara Mikulski,Joni Ernst,1
1034,Joni Ernst,Susan Collins,1
1035,John McCain,Joni Ernst,1
1036,Joni Ernst,Michele Swers,1
1037,Joni Ernst,Swers,1
1038,John Sununu,Joni Ernst,1
1039,Joni Ernst,Liz Shuler,1
1040,Joni Ernst,Shuler,1
1041,Alice H.,Joni Ernst,1
1042,Joni Ernst,Margaret Thatcher,1
1043,Golda Meir,Joni Ernst,1
1044,Joni Ernst,Tim Cook,1
1045,Hassan,Joni Ernst,3
1046,Joni Ernst,Sylvia Larsen,1
1047,Ask Ayotte,Joni Ernst,1
1048,Joni Ernst,Ruth Griffin,2
1049,Griffin,Joni Ernst,2
1050,Joni Ernst,Marilla Ricker,1
1051,Joni Ernst,Susan McLane,1
1052,Joni Ernst,McLane,1
1053,Ann McLane Kuster,Joni Ernst,1
1054,Joni Ernst,Sununu,2
1055,Joni Ernst,Vesta Roy,1
1056,Debbie Walsh,Joni Ernst,1
1057,Joni Ernst,Walsh,2
1058,Jennifer Horn,Joni Ernst,1
1059,Horn,Joni Ernst,1
1060,Ayotte,Ernst,7
1061,Ayotte,Ayotte,21
1062,Ayotte,Maggie Hassan,7
1063,Ayotte,Hillary Clinton,7
1064,Ayotte,Clinton,21
1065,Angela Merkel,Ayotte,7
1066,Ayotte,Jeanne Shaheen,7
1067,Ayotte,Nancy Pelosi,7
1068,Ayotte,Peter Kuhn,7
1069,Ayotte,Marie-Claire Villeval.,7
1070,Ayotte,Stefano Gagliarducci,7
1071,Ayotte,M. Daniele Paserman,7
1072,Ayotte,Obama,7
1073,Ayotte,Shaheen,21
1074,Ayotte,Lisa Murkowski,7
1075,Ayotte,Maria Cantwell,7
1076,Ayotte,Mikulski,7
1077,Ayotte,Barbara Mikulski,7
1078,Ayotte,Susan Collins,7
1079,Ayotte,John McCain,7
1080,Ayotte,Michele Swers,7
1081,Ayotte,Swers,7
1082,Ayotte,John Sununu,7
1083,Ayotte,Liz Shuler,7
1084,Ayotte,Shuler,7
1085,Alice H.,Ayotte,7
1086,Ayotte,Margaret Thatcher,7
1087,Ayotte,Golda Meir,7
1088,Ayotte,Tim Cook,7
1089,Ayotte,Hassan,21
1090,Ayotte,Sylvia Larsen,7
1091,Ask Ayotte,Ayotte,7
1092,Ayotte,Ruth Griffin,14
1093,Ayotte,Griffin,14
1094,Ayotte,Marilla Ricker,7
1095,Ayotte,Susan McLane,7
1096,Ayotte,McLane,7
1097,Ann McLane Kuster,Ayotte,7
1098,Ayotte,Sununu,14
1099,Ayotte,Vesta Roy,7
1100,Ayotte,Debbie Walsh,7
1101,Ayotte,Walsh,14
1102,Ayotte,Jennifer Horn,7
1103,Ayotte,Horn,7
1104,Ernst,Maggie Hassan,1
1105,Ernst,Hillary Clinton,1
1106,Clinton,Ernst,3
1107,Angela Merkel,Ernst,1
1108,Ernst,Jeanne Shaheen,1
1109,Ernst,Nancy Pelosi,1
1110,Ernst,Peter Kuhn,1
1111,Ernst,Marie-Claire Villeval.,1
1112,Ernst,Stefano Gagliarducci,1
1113,Ernst,M. Daniele Paserman,1
1114,Ernst,Obama,1
1115,Ernst,Shaheen,3
1116,Ernst,Lisa Murkowski,1
1117,Ernst,Maria Cantwell,1
1118,Ernst,Mikulski,1
1119,Barbara Mikulski,Ernst,1
1120,Ernst,Susan Collins,1
1121,Ernst,John McCain,1
1122,Ernst,Michele Swers,1
1123,Ernst,Swers,1
1124,Ernst,John Sununu,1
1125,Ernst,Liz Shuler,1
1126,Ernst,Shuler,1
1127,Alice H.,Ernst,1
1128,Ernst,Margaret Thatcher,1
1129,Ernst,Golda Meir,1
1130,Ernst,Tim Cook,1
1131,Ernst,Hassan,3
1132,Ernst,Sylvia Larsen,1
1133,Ask Ayotte,Ernst,1
1134,Ernst,Ruth Griffin,2
1135,Ernst,Griffin,2
1136,Ernst,Marilla Ricker,1
1137,Ernst,Susan McLane,1
1138,Ernst,McLane,1
1139,Ann McLane Kuster,Ernst,1
1140,Ernst,Sununu,2
1141,Ernst,Vesta Roy,1
1142,Debbie Walsh,Ernst,1
1143,Ernst,Walsh,2
1144,Ernst,Jennifer Horn,1
1145,Ernst,Horn,1
1146,Hillary Clinton,Maggie Hassan,1
1147,Clinton,Maggie Hassan,3
1148,Angela Merkel,Maggie Hassan,1
1149,Jeanne Shaheen,Maggie Hassan,1
1150,Maggie Hassan,Nancy Pelosi,1
1151,Maggie Hassan,Peter Kuhn,1
1152,Maggie Hassan,Marie-Claire Villeval.,1
1153,Maggie Hassan,Stefano Gagliarducci,1
1154,M. Daniele Paserman,Maggie Hassan,1
1155,Maggie Hassan,Obama,1
1156,Maggie Hassan,Shaheen,3
1157,Lisa Murkowski,Maggie Hassan,1
1158,Maggie Hassan,Maria Cantwell,1
1159,Maggie Hassan,Mikulski,1
1160,Barbara Mikulski,Maggie Hassan,1
1161,Maggie Hassan,Susan Collins,1
1162,John McCain,Maggie Hassan,1
1163,Maggie Hassan,Michele Swers,1
1164,Maggie Hassan,Swers,1
1165,John Sununu,Maggie Hassan,1
1166,Liz Shuler,Maggie Hassan,1
1167,Maggie Hassan,Shuler,1
1168,Alice H.,Maggie Hassan,1
1169,Maggie Hassan,Margaret Thatcher,1
1170,Golda Meir,Maggie Hassan,1
1171,Maggie Hassan,Tim Cook,1
1172,Hassan,Maggie Hassan,3
1173,Maggie Hassan,Sylvia Larsen,1
1174,Ask Ayotte,Maggie Hassan,1
1175,Maggie Hassan,Ruth Griffin,2
1176,Griffin,Maggie Hassan,2
1177,Maggie Hassan,Marilla Ricker,1
1178,Maggie Hassan,Susan McLane,1
1179,Maggie Hassan,McLane,1
1180,Ann McLane Kuster,Maggie Hassan,1
1181,Maggie Hassan,Sununu,2
1182,Maggie Hassan,Vesta Roy,1
1183,Debbie Walsh,Maggie Hassan,1
1184,Maggie Hassan,Walsh,2
1185,Jennifer Horn,Maggie Hassan,1
1186,Horn,Maggie Hassan,1
1187,Angela Merkel,Hillary Clinton,1
1188,Hillary Clinton,Jeanne Shaheen,1
1189,Hillary Clinton,Nancy Pelosi,3
1190,Hillary Clinton,Peter Kuhn,1
1191,Hillary Clinton,Marie-Claire Villeval.,1
1192,Hillary Clinton,Stefano Gagliarducci,1
1193,Hillary Clinton,M. Daniele Paserman,1
1194,Hillary Clinton,Shaheen,3
1195,Hillary Clinton,Lisa Murkowski,1
1196,Hillary Clinton,Maria Cantwell,1
1197,Hillary Clinton,Mikulski,1
1198,Barbara Mikulski,Hillary Clinton,1
1199,Hillary Clinton,Susan Collins,3
1200,Hillary Clinton,John McCain,3
1201,Hillary Clinton,Michele Swers,1
1202,Hillary Clinton,Swers,1
1203,Hillary Clinton,John Sununu,1
1204,Hillary Clinton,Liz Shuler,1
1205,Hillary Clinton,Shuler,1
1206,Alice H.,Hillary Clinton,1
1207,Hillary Clinton,Margaret Thatcher,1
1208,Golda Meir,Hillary Clinton,1
1209,Hillary Clinton,Tim Cook,1
1210,Hassan,Hillary Clinton,3
1211,Hillary Clinton,Sylvia Larsen,1
1212,Ask Ayotte,Hillary Clinton,1
1213,Hillary Clinton,Ruth Griffin,2
1214,Griffin,Hillary Clinton,2
1215,Hillary Clinton,Marilla Ricker,1
1216,Hillary Clinton,Susan McLane,1
1217,Hillary Clinton,McLane,1
1218,Ann McLane Kuster,Hillary Clinton,1
1219,Hillary Clinton,Sununu,2
1220,Hillary Clinton,Vesta Roy,1
1221,Debbie Walsh,Hillary Clinton,1
1222,Hillary Clinton,Walsh,2
1223,Hillary Clinton,Jennifer Horn,1
1224,Hillary Clinton,Horn,1
1225,Angela Merkel,Clinton,3
1226,Clinton,Jeanne Shaheen,3
1227,Clinton,Nancy Pelosi,3
1228,Clinton,Peter Kuhn,3
1229,Clinton,Marie-Claire Villeval.,3
1230,Clinton,Stefano Gagliarducci,3
1231,Clinton,M. Daniele Paserman,3
1232,Clinton,Shaheen,9
1233,Clinton,Lisa Murkowski,3
1234,Clinton,Maria Cantwell,3
1235,Clinton,Mikulski,3
1236,Barbara Mikulski,Clinton,3
1237,Clinton,Susan Collins,4
1238,Clinton,John McCain,4
1239,Clinton,Michele Swers,3
1240,Clinton,Swers,3
1241,Clinton,John Sununu,3
1242,Clinton,Liz Shuler,3
1243,Clinton,Shuler,3
1244,Alice H.,Clinton,3
1245,Clinton,Margaret Thatcher,3
1246,Clinton,Golda Meir,3
1247,Clinton,Tim Cook,3
1248,Clinton,Hassan,9
1249,Clinton,Sylvia Larsen,3
1250,Ask Ayotte,Clinton,3
1251,Clinton,Ruth Griffin,6
1252,Clinton,Griffin,6
1253,Clinton,Marilla Ricker,3
1254,Clinton,Susan McLane,3
1255,Clinton,McLane,3
1256,Ann McLane Kuster,Clinton,3
1257,Clinton,Sununu,6
1258,Clinton,Vesta Roy,3
1259,Clinton,Debbie Walsh,3
1260,Clinton,Walsh,6
1261,Clinton,Jennifer Horn,3
1262,Clinton,Horn,3
1263,Angela Merkel,Jeanne Shaheen,1
1264,Angela Merkel,Nancy Pelosi,1
1265,Angela Merkel,Peter Kuhn,1
1266,Angela Merkel,Marie-Claire Villeval.,1
1267,Angela Merkel,Stefano Gagliarducci,1
1268,Angela Merkel,M. Daniele Paserman,1
1269,Angela Merkel,Obama,1
1270,Angela Merkel,Shaheen,3
1271,Angela Merkel,Lisa Murkowski,1
1272,Angela Merkel,Maria Cantwell,1
1273,Angela Merkel,Mikulski,1
1274,Angela Merkel,Barbara Mikulski,1
1275,Angela Merkel,Susan Collins,1
1276,Angela Merkel,John McCain,1
1277,Angela Merkel,Michele Swers,1
1278,Angela Merkel,Swers,1
1279,Angela Merkel,John Sununu,1
1280,Angela Merkel,Liz Shuler,1
1281,Angela Merkel,Shuler,1
1282,Alice H.,Angela Merkel,1
1283,Angela Merkel,Margaret Thatcher,1
1284,Angela Merkel,Golda Meir,1
1285,Angela Merkel,Tim Cook,1
1286,Angela Merkel,Hassan,3
1287,Angela Merkel,Sylvia Larsen,1
1288,Angela Merkel,Ask Ayotte,1
1289,Angela Merkel,Ruth Griffin,2
1290,Angela Merkel,Griffin,2
1291,Angela Merkel,Marilla Ricker,1
1292,Angela Merkel,Susan McLane,1
1293,Angela Merkel,McLane,1
1294,Angela Merkel,Ann McLane Kuster,1
1295,Angela Merkel,Sununu,2
1296,Angela Merkel,Vesta Roy,1
1297,Angela Merkel,Debbie Walsh,1
1298,Angela Merkel,Walsh,2
1299,Angela Merkel,Jennifer Horn,1
1300,Angela Merkel,Horn,1
1301,Jeanne Shaheen,Nancy Pelosi,1
1302,Jeanne Shaheen,Peter Kuhn,1
1303,Jeanne Shaheen,Marie-Claire Villeval.,1
1304,Jeanne Shaheen,Stefano Gagliarducci,1
1305,Jeanne Shaheen,M. Daniele Paserman,1
1306,Jeanne Shaheen,Obama,1
1307,Jeanne Shaheen,Shaheen,3
1308,Jeanne Shaheen,Lisa Murkowski,1
1309,Jeanne Shaheen,Maria Cantwell,1
1310,Jeanne Shaheen,Mikulski,1
1311,Barbara Mikulski,Jeanne Shaheen,1
1312,Jeanne Shaheen,Susan Collins,1
1313,Jeanne Shaheen,John McCain,1
1314,Jeanne Shaheen,Michele Swers,1
1315,Jeanne Shaheen,Swers,1
1316,Jeanne Shaheen,John Sununu,1
1317,Jeanne Shaheen,Liz Shuler,1
1318,Jeanne Shaheen,Shuler,1
1319,Alice H.,Jeanne Shaheen,1
1320,Jeanne Shaheen,Margaret Thatcher,1
1321,Golda Meir,Jeanne Shaheen,1
1322,Jeanne Shaheen,Tim Cook,1
1323,Hassan,Jeanne Shaheen,3
1324,Jeanne Shaheen,Sylvia Larsen,1
1325,Ask Ayotte,Jeanne Shaheen,1
1326,Jeanne Shaheen,Ruth Griffin,2
1327,Griffin,Jeanne Shaheen,2
1328,Jeanne Shaheen,Marilla Ricker,1
1329,Jeanne Shaheen,Susan McLane,1
1330,Jeanne Shaheen,McLane,1
1331,Ann McLane Kuster,Jeanne Shaheen,1
1332,Jeanne Shaheen,Sununu,2
1333,Jeanne Shaheen,Vesta Roy,1
1334,Debbie Walsh,Jeanne Shaheen,1
1335,Jeanne Shaheen,Walsh,2
1336,Jeanne Shaheen,Jennifer Horn,1
1337,Horn,Jeanne Shaheen,1
1338,Nancy Pelosi,Peter Kuhn,1
1339,Marie-Claire Villeval.,Nancy Pelosi,1
1340,Nancy Pelosi,Stefano Gagliarducci,1
1341,M. Daniele Paserman,Nancy Pelosi,1
1342,Nancy Pelosi,Obama,6
1343,Nancy Pelosi,Shaheen,3
1344,Lisa Murkowski,Nancy Pelosi,1
1345,Maria Cantwell,Nancy Pelosi,1
1346,Mikulski,Nancy Pelosi,1
1347,Barbara Mikulski,Nancy Pelosi,1
1348,Nancy Pelosi,Susan Collins,1
1349,John McCain,Nancy Pelosi,1
1350,Michele Swers,Nancy Pelosi,1
1351,Nancy Pelosi,Swers,1
1352,John Sununu,Nancy Pelosi,1
1353,Liz Shuler,Nancy Pelosi,1
1354,Nancy Pelosi,Shuler,1
1355,Alice H.,Nancy Pelosi,1
1356,Margaret Thatcher,Nancy Pelosi,1
1357,Golda Meir,Nancy Pelosi,1
1358,Nancy Pelosi,Tim Cook,1
1359,Hassan,Nancy Pelosi,3
1360,Nancy Pelosi,Sylvia Larsen,1
1361,Ask Ayotte,Nancy Pelosi,1
1362,Nancy Pelosi,Ruth Griffin,2
1363,Griffin,Nancy Pelosi,2
1364,Marilla Ricker,Nancy Pelosi,1
1365,Nancy Pelosi,Susan McLane,1
1366,McLane,Nancy Pelosi,1
1367,Ann McLane Kuster,Nancy Pelosi,1
1368,Nancy Pelosi,Sununu,2
1369,Nancy Pelosi,Vesta Roy,1
1370,Debbie Walsh,Nancy Pelosi,1
1371,Nancy Pelosi,Walsh,2
1372,Jennifer Horn,Nancy Pelosi,1
1373,Horn,Nancy Pelosi,1
1374,Marie-Claire Villeval.,Peter Kuhn,1
1375,Peter Kuhn,Stefano Gagliarducci,1
1376,M. Daniele Paserman,Peter Kuhn,1
1377,Obama,Peter Kuhn,1
1378,Peter Kuhn,Shaheen,3
1379,Lisa Murkowski,Peter Kuhn,1
1380,Maria Cantwell,Peter Kuhn,1
1381,Mikulski,Peter Kuhn,1
1382,Barbara Mikulski,Peter Kuhn,1
1383,Peter Kuhn,Susan Collins,1
1384,John McCain,Peter Kuhn,1
1385,Michele Swers,Peter Kuhn,1
1386,Peter Kuhn,Swers,1
1387,John Sununu,Peter Kuhn,1
1388,Liz Shuler,Peter Kuhn,1
1389,Peter Kuhn,Shuler,1
1390,Alice H.,Peter Kuhn,1
1391,Margaret Thatcher,Peter Kuhn,1
1392,Golda Meir,Peter Kuhn,1
1393,Peter Kuhn,Tim Cook,1
1394,Hassan,Peter Kuhn,3
1395,Peter Kuhn,Sylvia Larsen,1
1396,Ask Ayotte,Peter Kuhn,1
1397,Peter Kuhn,Ruth Griffin,2
1398,Griffin,Peter Kuhn,2
1399,Marilla Ricker,Peter Kuhn,1
1400,Peter Kuhn,Susan McLane,1
1401,McLane,Peter Kuhn,1
1402,Ann McLane Kuster,Peter Kuhn,1
1403,Peter Kuhn,Sununu,2
1404,Peter Kuhn,Vesta Roy,1
1405,Debbie Walsh,Peter Kuhn,1
1406,Peter Kuhn,Walsh,2
1407,Jennifer Horn,Peter Kuhn,1
1408,Horn,Peter Kuhn,1
1409,Marie-Claire Villeval.,Stefano Gagliarducci,1
1410,M. Daniele Paserman,Marie-Claire Villeval.,1
1411,Marie-Claire Villeval.,Obama,1
1412,Marie-Claire Villeval.,Shaheen,3
1413,Lisa Murkowski,Marie-Claire Villeval.,1
1414,Maria Cantwell,Marie-Claire Villeval.,1
1415,Marie-Claire Villeval.,Mikulski,1
1416,Barbara Mikulski,Marie-Claire Villeval.,1
1417,Marie-Claire Villeval.,Susan Collins,1
1418,John McCain,Marie-Claire Villeval.,1
1419,Marie-Claire Villeval.,Michele Swers,1
1420,Marie-Claire Villeval.,Swers,1
1421,John Sununu,Marie-Claire Villeval.,1
1422,Liz Shuler,Marie-Claire Villeval.,1
1423,Marie-Claire Villeval.,Shuler,1
1424,Alice H.,Marie-Claire Villeval.,1
1425,Margaret Thatcher,Marie-Claire Villeval.,1
1426,Golda Meir,Marie-Claire Villeval.,1
1427,Marie-Claire Villeval.,Tim Cook,1
1428,Hassan,Marie-Claire Villeval.,3
1429,Marie-Claire Villeval.,Sylvia Larsen,1
